o_p_q_r_s_t_u_v_w_x_y_z_{_|_}_~_
LanguageConfig_Summon_SelectSchoolTips_CN|指定界域后才能唤醒
LanguageConfig_ExploreCurseConfirm_CN|承压前进（压力废弃）
LanguageConfig_EnchantmentAwardTitle_CN|选择一张卡牌镶嵌刻印
LanguageConfig_RelicSelectedNotEnoughHint_CN|请选择{s1}个造物
LanguageConfig_BagMaterialEmptyDesc_CN|可通过调查和幕间演习获取
LanguageConfig_TrinketLevelUpTips_1_CN|增加{s1}条新的追加属性
LanguageConfig_Summon_RateList_Text1_CN|以下为唤醒物品清单：
LanguageConfig_Task_Dispatch_TeamNum_NotEnough_CN|可派遣队伍不足
LanguageConfig_BagSpecialEmptyDesc_CN|可通过特定途径获取
LanguageConfig_TrinketStrengthenSuccess_5_CN|强化成功·五倍
LanguageConfig_WeekChallengeRewardHaveBeenObtained_CN|已获取全部奖励
LanguageConfig_DailyChallengeUnlockNewResonanceTitle_CN|解锁新共鸣
LanguageConfig_WeekChallengeRewardsPreview_CN|挑战奖励预览
LanguageConfig_Task_Appoint_Refresh_Free_CN|免费刷新（已废弃）
LanguageConfig_Task_Appoint_TimesLeft_CN|派遣限制：{s1}/{s2}
LanguageConfig_ExploreSpiritTitle_CN|压力过载（压力废弃）
LanguageConfig_Monster_S0103_1_CN|维度之孔使你失去了部分力量……
LanguageConfig_DailyChallengeTodayRelicGetTitle_CN|获得每日造物
LanguageConfig_RelicSelectedEnoughHint_CN|不能选择更多造物了
LanguageConfig_Task_Appoint_Level_CN|派遣等级：{s1}（已废弃）
LanguageConfig_Monster_S0303_1_CN|「聆听启示」强化了所有敌人！
LanguageConfig_SummonNoCallbackTips_CN|上一次唤醒尚未完成，请稍候
LanguageConfig_Card_Select_Get_Tips1_CN|选择 1 张牌加入手中
LanguageConfig_Card_Select_Get_Tips2_CN|选择 2 张牌加入手中
LanguageConfig_Card_Select_Get_Tipslamengna5_CN|选择 1 张非衍生指令卡
LanguageConfig_Card_Select_Get_Tips3_CN|选择 3 张牌加入手中
LanguageConfig_Card_Select_Get_Tips33_CN|选择至多 3 张牌加入手中
LanguageConfig_Card_Select_Get_Tips1_Use_CN|选择 1 张牌使用
LanguageConfig_Awaker_Select_Get_Tips1_CN|测试测试选择唤醒体
LanguageConfig_Card_Select_Del_Tips1_UP_CN|选择最多 1 张牌删除
LanguageConfig_DailyChallengeTodayRelicTitle_CN|本日造物
LanguageConfig_SkillMaterialTypeName_CN|技能材料
LanguageConfig_SpecialMaterialTypeName_CN|特殊材料
LanguageConfig_SummonTypeText_14_CN|角色自选唤醒
LanguageConfig_ExploreCurseTitle_CN|症状（压力废弃）
LanguageConfig_CosmeticsRandChestRateTitle_CN|概率说明
LanguageConfig_SummonTypeText_13_CN|界域锚定唤醒
LanguageConfig_WeaponRefineLevel_CN|叠位{s1}阶
LanguageConfig_AwakerSkillValueTips_CN|消耗算力: {s1}
LanguageConfig_AwakerSkillExaltTips_CN|消耗狂气: {s1}
LanguageConfig_SummonTypeText_10_CN|众生百相唤醒
LanguageConfig_SummonTypeText_8_CN|命轨合契唤醒
LanguageConfig_StoreSoldOut_CN|当前商品已售罄
LanguageConfig_StoreSellCardTimesOut_CN|剩余次数不足
LanguageConfig_Summon_School_Difficulty_CN|上手难度
LanguageConfig_StoreReleaseTimesOut_CN|剩余次数不足
LanguageConfig_SummonDailyDiscount_CN|今日限定一次
LanguageConfig_BagCapacity_CN|数量 {s1} / {s2}
LanguageConfig_SummonTypeText_9_CN|新手角色唤醒
LanguageConfig_SummonTypeText_6_CN|新生推荐唤醒
LanguageConfig_Summon_SchoolSelected_CN|当前指定：{s1}
LanguageConfig_Summon_Reselect_Btn_CN|重新唤醒
LanguageConfig_SummonTypeText_12_CN|逆命双生唤醒
LanguageConfig_StoreSellCardTitle_CN|出售一张指令卡
LanguageConfig_ExploreStressRaise_CN|+{s1}压力
LanguageConfig_DailyChallengeStarAward_CN|{s1}/{s2}
LanguageConfig_StorePhiloStoneLack_CN|黑印不足
LanguageConfig_StoreGoodsTypeEnchantment_CN|刻印
LanguageConfig_StoreAwakerAwake_CN|唤醒体觉醒
LanguageConfig_StoreSellCardPrice_CN|获得{s1}黑印
LanguageConfig_AllAwakerAwaked_CN|全部唤醒体已觉醒
LanguageConfig_NoAwakerAwaked_CN|无已觉醒的唤醒体
LanguageConfig_DailyChallengeChosenStar_CN|当前星级
LanguageConfig_SummonTypeText_1_CN|命轮活动唤醒
LanguageConfig_EnchantmentAwardLevelUp_CN|幸运刻印！
LanguageConfig_RelicAwardUncheck_CN|请选择一个造物
LanguageConfig_StoreSellCardNoCard_CN|没有可出售指令卡
LanguageConfig_SummonDailyRecommend_CN|今日推荐
LanguageConfig_EnchantStoreTitle_CN|刻印融痕
LanguageConfig_DailyChallengeAwardPreviewTitle_CN|奖励预览
LanguageConfig_SummonTypeText_7_CN|循序命理唤醒
LanguageConfig_BagWeaponEmptyDesc_CN|可通过唤醒获取
LanguageConfig_AwakerChipTypeName_CN|唤醒体残片
LanguageConfig_ResonanceParticleTypeName_CN|共鸣粒子
LanguageConfig_StoryItemTypeName_CN|剧情道具
LanguageConfig_AwardNodeGetItemTitle_CN|获得物品
LanguageConfig_TopBarItemTypeName_CN|通用货币
LanguageConfig_BagEmptyTitle_CN|暂无{s1}道具
LanguageConfig_StoreRenewButton_CN|刷新({s1}/{s2})
LanguageConfig_Summon_SelectSchool_CN|指定界域
LanguageConfig_SummonTypeText_2_CN|角色活动唤醒
LanguageConfig_RelicDeleteCardDesc_CN|选择{s1}张卡牌删除
LanguageConfig_RelicAwardTitle_CN|选取一个造物
LanguageConfig_StoreEnchantmentConfirm_CN|确认
LanguageConfig_StoreSellCard_CN|出售一张指令卡
LanguageConfig_SummonTypeText_0_CN|常驻命轮唤醒
LanguageConfig_ExploreStressMaxReduceMaxHP_CN|{s1}生命上限
LanguageConfig_DailyChallengeEnterButton_CN|挑战
LanguageConfig_DailyChallengeClearButton_CN|清空
LanguageConfig_FunctionNotComplete_CN|功能未完成
LanguageConfig_TrinketMaterialTypeName_CN|密契材料
LanguageConfig_SummonTypeText_5_CN|常驻角色唤醒
LanguageConfig_FastPromotionTypeName_CN|灵知增幅器
LanguageConfig_Summon_School_DetailTitle_CN|界域特色——
LanguageConfig_ShopExchangeQuantity_CN|兑换数量
LanguageConfig_ShopConfirmExchange_CN|确认兑换
LanguageConfig_Relic_Select_CN|选择 {s1} 个造物
LanguageConfig_Battle_Uenergy_Float_CN|{s1}狂气
LanguageConfig_Card_Awaker_Select_CN|选择能力
LanguageConfig_WeaponSortTypeName_3_CN|获取顺序
LanguageConfig_Card_Select_CN|选择 {s1} 张卡牌
LanguageConfig_MainInterface_Home_CN|研究中心
LanguageConfig_MainInterface_Shop_CN|交换商店
LanguageConfig_SkillDetailedInformation_CN|详细信息
LanguageConfig_MainInterface_Challenge_CN|幕间演习
LanguageConfig_ActivationResonance_Tips_CN|共鸣点亮提示
LanguageConfig_AwakerStateInformation_CN|详细信息
LanguageConfig_MainInterface_Battlepass_CN|通行令
LanguageConfig_TrinketStrengthenSuccess_1_CN|强化成功
LanguageConfig_WeaponSortTypeName_2_CN|稀有度
LanguageConfig_SkillStowInformation_CN|收起信息
LanguageConfig_TrinketStrengthenItemNum_1_CN|密契 {s1}
LanguageConfig_MainInterface_Awaker_CN|唤醒体
LanguageConfig_TrinketStrengthenItemNum_2_CN|命轮 {s1}
LanguageConfig_QualityBlue_CN|R
LanguageConfig_TrinketIsLocked_CN|密契已锁定
LanguageConfig_SinRelicTypeName_CN|<RedRelic:负罪造物>
LanguageConfig_Formation_RenameTeam_Sure_Btn_CN|确认
LanguageConfig_Formation_RenameTeam_Back_Btn_CN|取消
LanguageConfig_Formation_Fast_Sure_Btn_CN|保存
LanguageConfig_LackOfGoldCoin_CN|「蔷薇金券」不足
LanguageConfig_School_Title_String_CN|界域天赋
LanguageConfig_Daily_First_Finish_CN|首次通关
LanguageConfig_SchoolNotAagreeWith_CN|界域冲突
LanguageConfig_School_Dimension_Title_String_CN|维度跃迁
LanguageConfig_DailyChallengeRewardButtonText_CN|奖励规则
LanguageConfig_Investigation_Successful_CN|调查完成
LanguageConfig_Under_Investigation_Monster_CN|正在调查中
LanguageConfig_Formation_SelectRole_Sure_Btn3_CN|替换
LanguageConfig_HolyRelicTypeName_CN|<OrangeRelic:受祝造物>
LanguageConfig_WhiteRelicTypeName_CN|<WhiteRelic:白银造物>
LanguageConfig_ItemByDecompose_CN|分解可获得材料
LanguageConfig_MainLines_CompleteInvestigation_CN|完成调查
LanguageConfig_Mail_CountDown_Soon_CN|即将到期
LanguageConfig_TrinketDecomposeTitle_CN|密契分解
LanguageConfig_DailyChallengeRewardPreview_CN|奖励预览
LanguageConfig_Formation_SelectRole_Sure_Btn1_CN|下场
LanguageConfig_Formation_Default_TeamName_String1_CN|队伍1
LanguageConfig_Formation_SelectRole_Sure_Btn2_CN|上场
LanguageConfig_Mail_Description_Title_CN|邮箱说明
LanguageConfig_QuantityHeld_CN|持有数量：{s1}
LanguageConfig_Formation_Fast_Btn_CN|快速编队
LanguageConfig_Mail_CountDown_Day_CN|{s1}天后到期
LanguageConfig_Formation_EnterCopy_Btn_CN|调查
LanguageConfig_MainLines_Ways_To_Lift_CN|提升方式
LanguageConfig_MainLines_StopThere_CN|止步于此
LanguageConfig_Mail_CountDown_Hour_CN|{s1}小时后到期
LanguageConfig_Mail_CheckPrompt_CN|选择一封邮件查看
LanguageConfig_School_Chaos_Title_String_CN|宇宙万象
LanguageConfig_MainLines_Chapterx_CN|第 {s1} 章
LanguageConfig_MainLines_ThreeStarConditionTips_CN|调查评价
LanguageConfig_School_Blood_Title_String_CN|猩红献祭
LanguageConfig_Charge_NotOpen_CN|充值暂未开放
LanguageConfig_Formation_SelectRole_Details_Btn_CN|详情
LanguageConfig_Mail_Treasures_CN|邮件珍藏箱
LanguageConfig_Investigation_Failed_CN|调查终止
LanguageConfig_MapEvent_Key_Tips1_CN|当前已拥有钥匙
LanguageConfig_RedRelicTypeName_CN|<RedRelic:诅咒造物>
LanguageConfig_MainLinesInvestigationResult_CN|调查评价
LanguageConfig_Formation_Default_TeamName_String5_CN|队伍5
LanguageConfig_NewLevelUp_autoSet_CN|自动置入
LanguageConfig_Formation_Default_TeamName_String2_CN|队伍2
LanguageConfig_School_Ocean_Title_String_CN|沉渊之触
LanguageConfig_DailyChallengeRewardTips_CN|挑战难度达到
LanguageConfig_MainLines_Investigation_Reward_CN|调查奖励
LanguageConfig_Level_Detail_Stamina_CN|{s1}/{s2}
LanguageConfig_Card_Select_Tips1_CN|选择 1 张卡牌
LanguageConfig_Formation_RecommendLevel_CN|推荐等级
LanguageConfig_Mail_BackpackFull_Title_CN|系统奖励补发
LanguageConfig_Formation_Administration_Sure_Btn_CN|选择
LanguageConfig_PotencyNumberOfLayers_CN|第{s1}层
LanguageConfig_Mail_Number_Treasures_CN|珍藏数 {s1}/{s2}
LanguageConfig_AwakerNotObtained_CN|未获得该唤醒体
LanguageConfig_NewLevelUp_alllClean_CN|全部清除
LanguageConfig_Formation_Default_TeamName_String3_CN|队伍3
LanguageConfig_Formation_Default_TeamName_String4_CN|队伍4
LanguageConfig_Mail_BackpackFull_Sender_CN|Z1项目组
LanguageConfig_StageAchievementButton_CN|成就（{s1}/{s2}）
LanguageConfig_StageHideRewardsButton_CN|隐藏（{s1}/{s2}）
LanguageConfig_SummonAwakerFragment_CN|{s1}
LanguageConfig_Monster_S0202_1_CN|咯吱…（磨牙声）…
LanguageConfig_BigPotencyDesc_CN|核心启灵（已废弃）
LanguageConfig_WeekChallengeAwakerCannotChoose_CN|精疲力竭
LanguageConfig_Battle_Btn_BeDamageInfo_CN|敌方伤害总量
LanguageConfig_SummonCountdown_CN|剩余时间：
LanguageConfig_Monster_shuilian1_CN|请不要接近我……
LanguageConfig_Monster_shuilian3_CN|请不要再前进了……
LanguageConfig_Monster_B0002_1_CN|好饿，乔治好饿……
LanguageConfig_LoginInterface_Announcement_CN|告示
LanguageConfig_LoginInterface_Btn_Enter_CN|进入大学
LanguageConfig_TrinketSuitEffect_CN|{s1}件套: {s2}
LanguageConfig_WeekChallengeNotReached_CN|未达成
LanguageConfig_SmallPotencyDesc_CN|次级启灵（已废弃）
LanguageConfig_Monster_xiluo1_CN|我将舍弃圣女之命。
LanguageConfig_Monster_B0004_2_CN|撕裂……现实！
LanguageConfig_Card_Select_Del_Tips1_CN|选择 1 张牌删除
LanguageConfig_Card_Select_Del_Tips2_CN|选择 2 张牌删除
LanguageConfig_Card_Select_Del_Tips3_CN|选择 3 张牌删除
LanguageConfig_Card_Select_Sell_Tips1_CN|选择 1 张牌出售
LanguageConfig_DailyChallengeResonanceSelectTips_CN|请从右侧选择共鸣
LanguageConfig_Card_Select_Act_Tips2_CN|选择 2 个行动意图
LanguageConfig_FirstUnity_Monster_Tips_2_CN|双翼初张，狂气汇集。
LanguageConfig_FirstUnity_Monster_Tips_3_CN|四翼渐生，银羽夺辉！
LanguageConfig_Card_Select_Del_Tips4_Curse_CN|选择 4 张症状卡删除
LanguageConfig_MainLines_AchieveCondition_CN|成就条件（{s1}/{s2}）
LanguageConfig_ChooseItemForDecompose_CN|尚未选择需要分解的材料
LanguageConfig_MainLines_HideCondition_CN|隐藏条件（{s1}/{s2}）
LanguageConfig_Card_Select_Del_Tips6_Curse_CN|选择 6 张症状卡删除
LanguageConfig_Formation_Administration_Title_String_CN|队伍管理
LanguageConfig_WhiteEnchantConfigTypeName_CN|<WhiteRelic:普通刻印>
LanguageConfig_Card_Select_Tips1_xu_CN|选择「相许」或「夺魄」。
LanguageConfig_LackOfItemForCompose_CN|所需材料不足，无法合成
LanguageConfig_TrinketChooseLimited_CN|所选密契数量已达上限
LanguageConfig_RedEnchantConfigTypeName_CN|<RedRelic:诅咒刻印>
LanguageConfig_Monster_C06_Tips_2_CN|所有人都难逃一死……粉碎吧！
LanguageConfig_Monster_C09_Tips_1_CN|甜蜜恶鬼准备反击···！
LanguageConfig_Card_Select_Del_Tips2_Curse_CN|选择 2 张症状卡删除
LanguageConfig_Monster_C0203_Tips_1_CN|蜡像们使用了蜡油武装…！
LanguageConfig_MainLines_CurrentProgressGreen_CN|当前：<GreenQuality:{s1}>
LanguageConfig_Monster_B05_Tips1_CN|品尝我的绝望与愤怒吧！！
LanguageConfig_Formation_Administration_CombatNum_String_CN|总战力
LanguageConfig_Daily_First_Finish_Tips_CN|通关后获得下阶段奖励
LanguageConfig_OrangeEnchantConfigTypeName_CN|<OrangeRelic:高级刻印>
LanguageConfig_Formation_RenameTeam_CurrentTeam_String_CN|当前名称：
LanguageConfig_Formation_SelectRole_NotBattle_String_CN|无法上场
LanguageConfig_MainLines_ThreeStarCondition_CN|三星条件（{s1}/{s2}）
LanguageConfig_Card_Select_Tips1_consume_CN|选择 1 张卡牌消耗
LanguageConfig_Card_Select_Retain_Tips1_CN|选择 1 张牌保留在手中
LanguageConfig_PurpleRelicTypeName_CN|<OrangeRelic:特殊造物>
LanguageConfig_Card_Select_Get_Tipshuangjin_CN|选择 1 个稀有的造物。
LanguageConfig_Card_Select_Get_Tipsbaiyin_CN|选择 1 个普通的造物。
LanguageConfig_Formation_RecommendTeam_LevelNum_String_CN|关卡推荐等级
LanguageConfig_Formation_Role_Recommend_String_CN|点击选择唤醒体上场
LanguageConfig_Formation_RenameTeam_Recommend_String_CN|点击编辑队伍名
LanguageConfig_Card_Select_Get_Tipslengcai_CN|选择 1 个惊世的造物。
LanguageConfig_ForgedRelicTypeName_CN|<OrangeRelic:黄金造物>
LanguageConfig_Formation_SelectRole_Nothing_Tips_CN|无该界域唤醒体
LanguageConfig_OrangeRelicTypeName_CN|<OrangeRelic:黄金造物>
LanguageConfig_Card_Select_Act_Tips1_CN|选择 1 个行动意图
LanguageConfig_Formation_SelectRole_Title_String_CN|选择唤醒体
LanguageConfig_LackOfItemForDecompose_CN|尚未拥有可分解的材料
LanguageConfig_TrinketChooseForRecast_CN|选择用于重印的密契
LanguageConfig_FirstUnity_Monster_Tips_1_CN|银色六翼，予汝护佑。
LanguageConfig_Card_Select_Del_Tips1_Curse_CN|选择 1 张症状卡删除
LanguageConfig_FirstUnity_Monster_Tips_4_CN|六翼满开，审判将至！
LanguageConfig_FirstUnity_Monster_Tips_5_CN|狂气充盈，审判将至！
LanguageConfig_MainLines_CurrentProgressRed_CN|当前：<RedQuality:{s1}>
LanguageConfig_NeedToActivateTheFrontPotency_CN|需要激活前置启灵点
LanguageConfig_Formation_SelectRole_DifferentOccupation_String_CN|界域冲突
LanguageConfig_Card_Select_Tips1_hamulin_CN|选择 1 个乐音并释放
LanguageConfig_RedemptionTips_10603_CN|当前兑换码没有配置奖励。
LanguageConfig_RedemptionTips_10607_CN|系统繁忙，请稍后重试。
LanguageConfig_DailyChallengeRewardTips_2_CN|已获得所有奖励
LanguageConfig_Card_Select_Copy_Tips1_CN|选择 1 张牌进行复制
LanguageConfig_TrinketMustChooseThree_CN|所选密契不足3个，无法重印
LanguageConfig_DailyChallenge_CurrentProgress_CN|(当前：{s1})
LanguageConfig_RedemptionTips_10612_CN|您已兑换过此兑换码。
LanguageConfig_Card_Select_Del_Tips2_Up_CN|选择最多 2 张牌删除
LanguageConfig_Card_Select_Get_Tips1_jingji1_CN|选择额外效果
LanguageConfig_Formation_SelectRole_Recommend_String1_CN|暂无选中唤醒体
LanguageConfig_Formation_Administration_Current_Team_String_CN|当前队伍
LanguageConfig_SelectItemToDecompose_CN|请从左侧选择需要分解的材料
LanguageConfig_Formation_RenameTeam_Title_String_CN|修改队伍名
LanguageConfig_BreakThrough_Preview_Completed_Tips_Str_CN|奖励已领取
LanguageConfig_BreakThrough_Detail_Unmet_Tips_CN|材料不足，无法升格
LanguageConfig_RedemptionTips_430_CN|兑换码奖励不可用。
LanguageConfig_BreakThrough_Detail_Deblock_Skill_Str_CN|可激活新技能
LanguageConfig_RedemptionTips_10029_CN|当前兑换码奖励已过期。
LanguageConfig_BreakThrough_Completed_Level_Str_CN|Lv.{s1}/Lv.{s2}
LanguageConfig_BreakThrough_Unmet_Tips_CN|调查等级  {s1}级 解锁
LanguageConfig_BreakThrough_Completed_Deblock_Skill_Str_CN|可激活新技能
AwakerTalent_74127_TalentDesc_2|·该天赋仅在「星辰篇」关卡中生效。
LanguageConfig_RPGJJC_Desc_CN|你可以消耗「演习凭证」挑战其他守密人布置的防守队伍，挑战成功后将会提升排名。你也需要精心布置你的防守队伍，否则将可能被其他守密人挑战成功造成排名下降。排名越高每小时获得的「演习徽章」越多。「演习凭证」将跟随时间自动获得。「演习徽章」可以在兑换商店中兑换蔷薇金券、灵知制剂等道具。
AwakerTalent_74127_TalentDesc_9|·该天赋仅在「星辰篇」关卡中生效。
AwakerTalent_130920_TalentDesc_10|·该天赋仅在「星辰篇」关卡中生效。
LanguageConfig_School_Blood_Content_String_CN|·回合开始时<CardKeyWord:胚胎融合> +20%（随损失生命提升，最高 40%），达到 100% 时将 1 张<CardKeyWord:「胚胎」>置入手牌。
AwakerTalent_74127_TalentDesc_4|·该天赋仅在「星辰篇」关卡中生效。
LanguageConfig_LargeSubplotTipsText_CN|<Title:特遣纪录>
AwakerTalent_74127_TalentDesc_3|·该天赋仅在「星辰篇」关卡中生效。
AwakerTalent_74127_TalentDesc_5|·该天赋仅在「星辰篇」关卡中生效。
AwakerTalent_74127_TalentDesc_7|·该天赋仅在「星辰篇」关卡中生效。
AwakerTalent_74127_TalentDesc_8|·该天赋仅在「星辰篇」关卡中生效。
LanguageConfig_Resonance_Group_Desc_5_CN|于关卡「沉溺之徒」及之后关卡的节点【代行之仪】处，可获得「神国腕肢」效果——回合结束后对前排敌方造成自身队伍 10% 最大生命的伤害。
AwakerTalent_74127_TalentDesc_6|·该天赋仅在「星辰篇」关卡中生效。
AwakerTalent_74127_TalentDesc_10|·该天赋仅在「星辰篇」关卡中生效。
AwakerTalent_74127_TalentDesc_1|·该天赋仅在「星辰篇」关卡中生效。
LanguageConfig_Today_CN|本周
LanguageConfig_Refine_CN|叠位
LanguageConfig_Dot_CN|。
LanguageConfig_setUp_CN|设置
LanguageConfig_Choose_CN|选择
LanguageConfig_Word_He_CN|他
LanguageConfig_Word_She_CN|她
LanguageConfig_Resonance_Group_Name_6_CN|纯白之帆
LanguageConfig_Monster_B0003_Tips_2_CN|封锁…世界之扉！
LanguageConfig_BreakThrough_Completed_Title_Str_CN|升格成功
LanguageConfig_Resonance_Group_Name_2_CN|蜡像手记
LanguageConfig_Resonance_Group_Name_9_CN|无上的意志
LanguageConfig_ReplenishEnergy_Comfirm2_CN|兑换
LanguageConfig_Dev_SelectServer_CN|请选择服务器
LanguageConfig_ReplenishEnergy_Supplement_CN|补充方式
LanguageConfig_Resonance_Group_Desc_Railway_CN|待填充。
LanguageConfig_Event_ItemUseTitle_CN|快捷使用
LanguageConfig_ResonanceRewardTagText_CN|共鸣加成
LanguageConfig_RedemptionTips_419_CN|兑换码不存在。
